antecedent,consequent,support,confidence,lift
"('21533',)","('21535',)",0.013611215893373569,0.49655963302752293,15.262372024996674
"('21535',)","('21533',)",0.013611215893373569,0.41835748792270533,15.262372024996674
"('20724', '22356')","('20723',)",0.018326417704011066,0.6098326359832636,15.227626229120553
"('20723',)","('20724', '22356')",0.018326417704011066,0.4576138147566719,15.227626229120553
"('22551',)","('22556',)",0.01266817553124607,0.40421263791374124,15.181596738266748
"('22556',)","('22551',)",0.01266817553124607,0.4757969303423849,15.181596738266748
"('22632',)","('22866',)",0.011788004526593739,0.5040322580645161,15.155268613939876
"('22866',)","('22632',)",0.011788004526593739,0.3544423440453686,15.155268613939876
"('22355',)","('20719', '20723')",0.014994341757827235,0.30304955527318933,15.134399454239714
"('20719', '20723')","('22355',)",0.014994341757827235,0.7488226059654631,15.134399454239714
"('22551',)","('22554',)",0.013674085250848737,0.436308926780341,15.086803889930662
"('22554',)","('22551',)",0.013674085250848737,0.47282608695652173,15.086803889930662
"('20724', '21212')","('22356',)",0.012982522318621903,0.6661290322580645,15.082488807255194
"('22356',)","('20724', '21212')",0.012982522318621903,0.2939501779359431,15.082488807255194
"('20724', '20727')","('22356',)",0.011945177920281654,0.6654991243432574,15.068226436731463
"('22356',)","('20724', '20727')",0.011945177920281654,0.2704626334519573,15.068226436731463
"('20719', '22355')","('22356',)",0.01552873129636615,0.6639784946236559,15.033796349443232
"('22356',)","('20719', '22355')",0.01552873129636615,0.3516014234875445,15.033796349443232
"('22356',)","('21212', '22355')",0.011002137558154155,0.2491103202846975,15.008896797153024
"('21212', '22355')","('22356',)",0.011002137558154155,0.6628787878787878,15.008896797153024
"('22624',)","('22625',)",0.01247956745882057,0.3773764258555133,14.987639025362782
"('22625',)","('22624',)",0.01247956745882057,0.49563046192259674,14.987639025362782
"('23199',)","('23202',)",0.010562052055827989,0.3822525597269625,14.957218241124389
"('23202',)","('23199',)",0.010562052055827989,0.4132841328413284,14.957218241124389
"('20719', '22356')","('22355',)",0.01552873129636615,0.7395209580838323,14.946404522593948
"('22355',)","('20719', '22356')",0.01552873129636615,0.3138500635324015,14.946404522593948
"('20719',)","('20724', '20727')",0.010562052055827989,0.2679425837320574,14.927827449534517
"('20724', '20727')","('20719',)",0.010562052055827989,0.5884413309982487,14.927827449534517
"('20719', '20725')","('22356',)",0.01009053187476424,0.6551020408163265,14.832815745515289
"('22356',)","('20719', '20725')",0.01009053187476424,0.22846975088967972,14.832815745515289
"('22355',)","('22356', '22383')",0.010027662517289074,0.20266836086404066,14.821346886912327
"('22356', '22383')","('22355',)",0.010027662517289074,0.7333333333333333,14.821346886912327
"('20724', '20725')","('22356',)",0.014334213504337986,0.6542324246771879,14.813125903082351
"('22356',)","('20724', '20725')",0.014334213504337986,0.32455516014234875,14.813125903082351
"('20724', '20727')","('20723',)",0.010624921413303156,0.5919439579684763,14.78094284999464
"('20723',)","('20724', '20727')",0.010624921413303156,0.2653061224489796,14.78094284999464
"('22865',)","('22632',)",0.012605306173770904,0.34509466437177283,14.755579923380157
"('22632',)","('22865',)",0.012605306173770904,0.5389784946236559,14.755579923380157
"('21212', '22356')","('20724',)",0.012982522318621903,0.8113948919449901,14.71613130134209
"('20724',)","('21212', '22356')",0.012982522318621903,0.2354618015963512,14.71613130134209
"('20723', '20725')","('22356',)",0.010593486734565572,0.649325626204239,14.702026206981671
"('22356',)","('20723', '20725')",0.010593486734565572,0.2398576512455516,14.702026206981671
"('20719', '22356')","('20724',)",0.0169432918395574,0.8068862275449101,14.634358421128095
"('20724',)","('20719', '22356')",0.0169432918395574,0.3072976054732041,14.634358421128095
"('20719', '21212')","('22355',)",0.011033572236891739,0.7237113402061855,14.62687748071104
"('22355',)","('20719', '21212')",0.011033572236891739,0.22299872935196952,14.62687748071104
"('22356',)","('20724', '22383')",0.01075066012825349,0.24341637010676156,14.610493520445848
"('20724', '22383')","('22356',)",0.01075066012825349,0.6452830188679245,14.610493520445848
"('20724',)","('20719', '20723')",0.01606312083490507,0.2913340935005701,14.549325247158773
"('20719', '20723')","('20724',)",0.01606312083490507,0.8021978021978022,14.549325247158773
"('22952',)","('22909',)",0.015308688545203068,0.4603024574669187,14.52692636600954
"('22909',)","('22952',)",0.015308688545203068,0.48313492063492064,14.52692636600954
"('20724', '21212')","('20719',)",0.011159310951842073,0.5725806451612904,14.525466893039049
"('20719',)","('20724', '21212')",0.011159310951842073,0.28309409888357256,14.525466893039049
"('20728', '22356')","('20724',)",0.010342009304664907,0.7985436893203883,14.483051222725312
"('22355',)","('20719', '20724')",0.017289073305670817,0.34942820838627703,14.473971569250319
"('20719', '20724')","('22355',)",0.017289073305670817,0.7161458333333334,14.473971569250319
"('20723',)","('20725', '22356')",0.010593486734565572,0.2645211930926217,14.433873404223808
"('20725', '22356')","('20723',)",0.010593486734565572,0.5780445969125214,14.433873404223808
"('22356',)","('20724', '21931')",0.010216270589714574,0.2313167259786477,14.428720954574
"('20724', '21931')","('22356',)",0.010216270589714574,0.6372549019607843,14.428720954574
"('20727', '22356')","('20724',)",0.011945177920281654,0.7933194154488518,14.388299455107681
"('20724',)","('20727', '22356')",0.011945177920281654,0.21664766248574688,14.388299455107681
"('22114', '22835')","('22112',)",0.010059097196026656,0.745920745920746,14.372641289661276
"('22328',)","('22326',)",0.010247705268452156,0.39515151515151514,14.349954337899543
"('22326',)","('22328',)",0.010247705268452156,0.3721461187214612,14.349954337899543
"('20719',)","('20724', '22356')",0.0169432918395574,0.4298245614035088,14.302906848711737
"('20724', '22356')","('20719',)",0.0169432918395574,0.5638075313807531,14.302906848711737
"('20723', '21212')","('20724',)",0.01084496416446624,0.7876712328767124,14.285859327408193
"('20723', '22355')","('20724',)",0.01722620394819565,0.7873563218390804,14.280147839421225
"('20724',)","('20723', '22355')",0.01722620394819565,0.3124287343215507,14.280147839421225
"('23209',)","('23206',)",0.012762479567458821,0.4101010101010101,14.273668854850476
"('23206',)","('23209',)",0.012762479567458821,0.4442013129102845,14.273668854850476
"('22356', '22383')","('20724',)",0.01075066012825349,0.7862068965517242,14.259300908268786
"('21232', '22356')","('20724',)",0.010687790770778322,0.7852193995381063,14.241390842705949
"('20727', '22355')","('22356',)",0.01037344398340249,0.6285714285714286,14.232109811896288
"('22356',)","('20727', '22355')",0.01037344398340249,0.23487544483985764,14.232109811896288
"('22355',)","('20724', '21931')",0.011253614988054822,0.22744599745870395,14.187278570894687
"('20724', '21931')","('22355',)",0.011253614988054822,0.7019607843137254,14.187278570894687
"('20724',)","('20725', '22356')",0.014334213504337986,0.25997719498289623,14.185925431896903
"('20725', '22356')","('20724',)",0.014334213504337986,0.7821612349914236,14.185925431896903
"('20725', '22355')","('20719',)",0.010342009304664907,0.5585738539898133,14.170136717004736
"('20719',)","('20725', '22355')",0.010342009304664907,0.2623604465709729,14.170136717004736
"('22867',)","('22632',)",0.01065635609204074,0.3310546875,14.155257686491936
"('22632',)","('22867',)",0.01065635609204074,0.45564516129032256,14.155257686491936
"('82483',)","('82486',)",0.01914371935118823,0.551131221719457,14.139182601080135
"('82486',)","('82483',)",0.01914371935118823,0.49112903225806454,14.139182601080135
"('20724',)","('22355', '22356')",0.018986545957500316,0.3443557582668187,14.135026299334243
"('22355', '22356')","('20724',)",0.018986545957500316,0.7793548387096774,14.135026299334243
"('22112', '22114')","('22835',)",0.010059097196026656,0.42953020134228187,14.130521990796971
"('22835',)","('22112', '22114')",0.010059097196026656,0.3309203722854188,14.130521990796971
"('22356',)","('20725', '22355')",0.011536527096693071,0.2612099644128114,14.107998960781588
"('20725', '22355')","('22356',)",0.011536527096693071,0.6230899830220713,14.107998960781588
"('20723',)","('20724', '20725')",0.012353828743870237,0.30847723704866564,14.079308271150861
"('20724', '20725')","('20723',)",0.012353828743870237,0.563845050215208,14.079308271150861
"('20723', '20727')","('20724',)",0.010624921413303156,0.7752293577981652,14.06020315295053
"('22865',)","('22633',)",0.013674085250848737,0.3743545611015491,14.06017390526857
"('22633',)","('22865',)",0.013674085250848737,0.51357733175915,14.06017390526857
"('22355',)","('20723', '22356')",0.014994341757827235,0.30304955527318933,14.05337092179402
"('20723', '22356')","('22355',)",0.014994341757827235,0.6953352769679301,14.05337092179402
"('84970S',)","('84970L',)",0.019175154029925815,0.4511834319526627,14.016647790310651
"('84970L',)","('84970S',)",0.019175154029925815,0.595703125,14.016647790310651
"('20719',)","('20725', '22356')",0.01009053187476424,0.25598086124401914,13.96786133429629
"('20725', '22356')","('20719',)",0.01009053187476424,0.5506003430531733,13.96786133429629
"('22556',)","('22554',)",0.01075066012825349,0.4037780401416765,13.961942405420666
"('22554',)","('22556',)",0.01075066012825349,0.3717391304347826,13.961942405420666
"('22553',)","('22554',)",0.012322394065132655,0.40370751802265703,13.959503873192137
"('22554',)","('22553',)",0.012322394065132655,0.4260869565217391,13.959503873192137
"('20727', '22356')","('22355',)",0.01037344398340249,0.6889352818371608,13.924021083738092
"('22355',)","('20727', '22356')",0.01037344398340249,0.2096569250317662,13.924021083738092
"('20724', '22383')","('22355',)",0.011473657739217906,0.6886792452830188,13.918846347486276
"('22355',)","('20724', '22383')",0.011473657739217906,0.23189326556543838,13.918846347486276
"('20725', '22355')","('20723',)",0.010310574625927323,0.5568760611205433,13.905291410020975
"('20723',)","('20725', '22355')",0.010310574625927323,0.25745682888540034,13.905291410020975
"('21212', '22356')","('22355',)",0.011002137558154155,0.68762278978389,13.897494401909217
"('22355',)","('21212', '22356')",0.011002137558154155,0.22236340533672172,13.897494401909217
"('20724', '21212')","('20723',)",0.01084496416446624,0.5564516129032258,13.894692864738948
"('20723',)","('20724', '21212')",0.01084496416446624,0.2708006279434851,13.894692864738948
"('20724', '20728')","('22355',)",0.01009053187476424,0.6844349680170576,13.833065567063937
"('22355',)","('20724', '20728')",0.01009053187476424,0.2039390088945362,13.833065567063937
"('22633',)","('22866',)",0.012196655350182321,0.45808736717827625,13.773795202906735
"('22866',)","('22633',)",0.012196655350182321,0.3667296786389414,13.773795202906735
"('20724',)","('20723', '20725')",0.012353828743870237,0.22405929304446978,13.733669037245997
"('20723', '20725')","('20724',)",0.012353828743870237,0.7572254335260116,13.733669037245997
"('20719', '20727')","('20724',)",0.010562052055827989,0.7567567567567568,13.725168726308976
"('22367',)","('21156',)",0.010467748019615239,0.33467336683417087,13.719882919753404
"('21156',)","('22367',)",0.010467748019615239,0.42912371134020616,13.719882919753404
"('20724',)","('22356', '85099B')",0.012731044888721238,0.23090079817559864,13.704134685750269
"('22356', '85099B')","('20724',)",0.012731044888721238,0.7555970149253731,13.704134685750269
"('20972',)","('20971',)",0.01961523953225198,0.465324384787472,13.681052984158097
"('20971',)","('20972',)",0.01961523953225198,0.5767097966728281,13.681052984158097
"('22356', '22384')","('20724',)",0.010027662517289074,0.7523584905660378,13.645398119661799
"('22551',)","('22555',)",0.010216270589714574,0.3259779338014042,13.608937047362561
"('22555',)","('22551',)",0.010216270589714574,0.42650918635170604,13.608937047362561
"('22555',)","('22557',)",0.010027662517289074,0.41863517060367456,13.603291161638504
"('22557',)","('22555',)",0.010027662517289074,0.3258426966292135,13.603291161638504
"('20719', '20725')","('22355',)",0.010342009304664907,0.6714285714285714,13.57019422762752
"('22355',)","('20719', '20725')",0.010342009304664907,0.20902160101651843,13.57019422762752
"('20725', '22355')","('20724',)",0.013736954608323903,0.7419354838709677,13.456357818074816
"('20724',)","('20725', '22355')",0.013736954608323903,0.2491448118586089,13.456357818074816
"('21931', '22356')","('20724',)",0.010216270589714574,0.7403189066059226,13.427038230870929
"('22355',)","('20724', '20727')",0.011913743241544072,0.24078780177890724,13.41495893203257
"('20724', '20727')","('22355',)",0.011913743241544072,0.6637478108581436,13.41495893203257
"('20719', '22355')","('20724',)",0.017289073305670817,0.739247311827957,13.407602898444111
"('20724',)","('20719', '22355')",0.017289073305670817,0.31356898517673887,13.407602898444111
"('22355',)","('20724', '21232')",0.010342009304664907,0.20902160101651843,13.379064731463751
"('20724', '21232')","('22355',)",0.010342009304664907,0.6619718309859155,13.379064731463751
"('20724',)","('21212', '22355')",0.012228090028919905,0.2217787913340935,13.362172177879135
"('21212', '22355')","('20724',)",0.012228090028919905,0.7367424242424242,13.362172177879135
"('20723', '85099B')","('20724',)",0.01093926820067899,0.7357293868921776,13.3437988915701
"('20719', '20725')","('20724',)",0.011316484345529988,0.7346938775510204,13.325018034579852
"('20724',)","('20719', '20725')",0.011316484345529988,0.20524515393386544,13.325018034579852
"('22355',)","('20723', '20724')",0.01722620394819565,0.34815756035578144,13.280081906520527
"('20723', '20724')","('22355',)",0.01722620394819565,0.657074340527578,13.280081906520527
"('20724',)","('20719', '21212')",0.011159310951842073,0.2023945267958951,13.275411724600032
"('20719', '21212')","('20724',)",0.011159310951842073,0.7319587628865979,13.275411724600032
"('20728', '22355')","('20724',)",0.01009053187476424,0.7295454545454545,13.231641961231471
"('84380',)","('84378',)",0.014994341757827235,0.47227722772277225,13.144429718562407
"('84378',)","('84380',)",0.014994341757827235,0.41732283464566927,13.144429718562407
"('21232', '22355')","('20724',)",0.010342009304664907,0.7230769230769231,13.114323304973249
"('20724', '20725')","('20719',)",0.011316484345529988,0.5164992826398852,13.10277127539077
"('20719',)","('20724', '20725')",0.011316484345529988,0.28708133971291866,13.10277127539077
"('20724',)","('20727', '22355')",0.011913743241544072,0.2160775370581528,13.093064016940872
"('20727', '22355')","('20724',)",0.011913743241544072,0.7219047619047619,13.093064016940872
"('22355', '22383')","('22356',)",0.010027662517289074,0.5778985507246377,13.084774872350303
"('22356',)","('22355', '22383')",0.010027662517289074,0.22704626334519573,13.084774872350303
"('84991', '84992')","('21975',)",0.01009053187476424,0.4798206278026906,13.046199839024952
"('21975',)","('84991', '84992')",0.01009053187476424,0.2743589743589744,13.046199839024952
"('21928', '85099F')","('21929',)",0.010247705268452156,0.6209523809523809,13.038770391324846
"('21929',)","('21928', '85099F')",0.010247705268452156,0.2151815181518152,13.038770391324846
"('22554',)","('22557',)",0.011567961775430655,0.4,12.997752808988764
"('22557',)","('22554',)",0.011567961775430655,0.37589376915219613,12.997752808988764
"('22961',)","('22960',)",0.013579781214635987,0.4165863066538091,12.992591752226446
"('22960',)","('22961',)",0.013579781214635987,0.4235294117647059,12.992591752226446
"('22633',)","('22867',)",0.011096441594366905,0.4167650531286895,12.9473924512987
"('22867',)","('22633',)",0.011096441594366905,0.3447265625,12.9473924512987
"('21928',)","('21929', '85099F')",0.010247705268452156,0.22252559726962456,12.894324772934967
"('21929', '85099F')","('21928',)",0.010247705268452156,0.5938069216757741,12.894324772934967
"('22356',)","('20724', '85099B')",0.012731044888721238,0.28825622775800713,12.879223479547363
"('20724', '85099B')","('22356',)",0.012731044888721238,0.5688202247191011,12.879223479547363
"('23203',)","('23209',)",0.014208474789387653,0.4003542958370239,12.864718039563037
"('23209',)","('23203',)",0.014208474789387653,0.45656565656565656,12.864718039563037
"('82482', '82483')","('82494L',)",0.011505092417955488,0.7705263157894737,12.8402216646908
"('21559',)","('22352',)",0.010687790770778322,0.3483606557377049,12.826445810564662
"('22352',)","('21559',)",0.010687790770778322,0.39351851851851855,12.826445810564662
"('23206',)","('23199',)",0.010153401232239406,0.3533916849015317,12.789643094525058
"('23199',)","('23206',)",0.010153401232239406,0.36746302616609783,12.789643094525058
"('21175', '21181')","('21166',)",0.010687790770778322,0.5405405405405406,12.784888978197529
"('21166',)","('21175', '21181')",0.010687790770778322,0.2527881040892193,12.784888978197529
"('22355',)","('20723', '20725')",0.010310574625927323,0.20838627700127066,12.772994689719503
"('20723', '20725')","('22355',)",0.010310574625927323,0.6319845857418112,12.772994689719503
"('20724', '22356')","('22355',)",0.018986545957500316,0.6317991631799164,12.769247127750635
"('22355',)","('20724', '22356')",0.018986545957500316,0.38373570520965694,12.769247127750635
"('22722',)","('22720',)",0.012008047277756822,0.4961038961038961,12.737737806987202
"('22720',)","('22722',)",0.012008047277756822,0.3083131557707829,12.737737806987202
"('22355',)","('20725', '22356')",0.011536527096693071,0.2331639135959339,12.72283090791398
"('20725', '22356')","('22355',)",0.011536527096693071,0.6295025728987993,12.72283090791398
